Gene_ID	Status	Uniprot_ID_Insecta	Percent_Identical	E_score	GO_Tag	GO_Category	GO_Name	Species	Manduca_Protein_Name	Manduca_Protein_ID	Insecta_Protein_Name
LOC101736610	Pass:	A0A6J2K3H1	99.62	0	GO:0005737	C	cytoplasm	Bombyx mandarina	Katanin p60 ATPase-containing subunit A1	NA	NA
LOC101746727	Pass:	A0A8R2M5V3	96.647	0	GO:0005737	C	cytoplasm	Bombyx mori	SAM domain-containing protein	NA	NA
LOC101738631	Pass:	A0A8S3Y3K0	67.536	0	GO:0010008	C	endosome membrane	Parnassius apollo	ADP-ribosylation factor-binding protein GGA1	NA	NA
LOC101744516	Pass:	A0A212EW68	94.906	0	GO:0005886	C	plasma membrane	Danaus plexippus plexippus	Innexin	NA	NA
LOC101746680	Pass:	A0A6J2K482	99.698	0	GO:0010008	C	endosome membrane	Bombyx mandarina	Sodium/hydrogen exchanger	NA	NA
Nav	Pass:	A0A8R2M646	99.805	0	GO:0005261	F	monoatomic cation channel activity	Bombyx mori	Sodium channel protein	NA	NA
LOC101746123	Fail:	A0A8S4CUH1	86.256	7.16e-135	GO:0005634	C	nucleus	Plutella xylostella	DNA-directed RNA polymerase III subunit RPC8	NA	NA
LOC101746521	Pass:	A0A5E4QBV1	67.848	0	GO:0020037	F	heme binding	Leptidea sinapis	Chorion peroxidase	NA	NA
LOC101745063	Fail:	A0A8B8IWK2	47.951	0	GO:0004222	F	metalloendopeptidase activity	Vanessa tameamea	Metalloendopeptidase	NA	NA
LOC101739070	Pass:	A0A8R2C5J7	99.552	0	GO:0006811	P	monoatomic ion transport	Bombyx mori	Ryanodine receptor	NA	NA
LOC101739183	Pass:	A0A8S3Y5W9	68.286	0	GO:0006364	P	rRNA processing	Parnassius apollo	HEAT repeat-containing protein 1	NA	NA
Or49	Pass:	C7S851	100	0	GO:0004984	F	olfactory receptor activity	Bombyx mori	Odorant receptor	NA	NA
LOC101740447	Pass:	A0A6J2K0N6	100	0	GO:0005524	F	ATP binding	Bombyx mandarina	AAA+ ATPase domain-containing protein	NA	NA
LOC119630930	Pass:	A0A8R2MA65	100	0	GO:2001070	F	starch binding	Bombyx mori	Glycerophosphocholine phosphodiesterase GPCPD1	NA	NA
LOC101743064	Pass:	A0A7E5WS01	96.248	0	GO:0005783	C	endoplasmic reticulum	Trichoplusia ni	Protein transport protein SEC23	NA	NA
LOC119628351	Pass:	A0A7I0YU83	68.052	0	GO:0005634	C	nucleus	Danaus plexippus plexippus	DNA helicase	NA	NA
LOC101742605	Fail:	A0A6J1WPG3	79.295	1.1999999999999998e-125	GO:0015031	P	protein transport	Galleria mellonella	Mitochondrial import inner membrane translocase subunit Tim21	NA	NA
LOC101740629	Pass:	A0A8R1WFS7	100	0	GO:0006457	P	protein folding	Bombyx mori	Uncharacterized protein	NA	NA
LOC101744892	Pass:	A0A6J1WJ49	79.89	0	GO:0004725	F	protein tyrosine phosphatase activity	Galleria mellonella	Protein tyrosine phosphatase domain-containing protein 1-like isoform X1	NA	NA
LOC105841681	Pass:	A0A6J2JY39	88.333	0	GO:0016020	C	membrane	Bombyx mandarina	Major facilitator superfamily (MFS) profile domain-containing protein	NA	NA
croc	Pass:	A0A8B8HYR0	92.262	0	GO:0003677	F	DNA binding	Vanessa tameamea	Fork-head domain-containing protein	NA	NA
LOC101740314	Pass:	A0A6J2J8N0	99.89	0	GO:0046872	F	metal ion binding	Bombyx mandarina	Voltage-dependent L-type calcium channel subunit alpha	NA	NA
Hnf-4	Pass:	A0A8R2M3X5	99.142	0	GO:0005634	C	nucleus	Bombyx mori	Hepatocyte nuclear factor 4-gamma	NA	NA
LOC119630681	Pass:	A0A8R2R4D0	100	0	GO:0005634	C	nucleus	Bombyx mori	Tigger transposable element-derived protein 4	NA	NA
LOC101743884	Pass:	A0A8R2QU97	93.403	0	GO:0048856	P	anatomical structure development	Bombyx mori	Collagen alpha chain CG42342	NA	NA
LOC101743686	Pass:	A0A8R2HQX4	96.203	0	GO:0009653	P	anatomical structure morphogenesis	Bombyx mori	Fasciclin-2	NA	NA
LOC101739633	Pass:	A0A0D6A6H2	98.933	0	GO:0004825	F	methionine-tRNA ligase activity	Bombyx mori	Methionine--tRNA ligase, cytoplasmic	NA	NA
LOC101745562	Pass:	A0A2H1WVX6	80.654	0	GO:0016491	F	oxidoreductase activity	Spodoptera frugiperda	FMN hydroxy acid dehydrogenase domain-containing protein	NA	NA
LOC101736355	Pass:	A0A6J2K7F3	96.2	0	GO:0008233	F	peptidase activity	Bombyx mandarina	Serine protease K12H4.7	NA	NA
Bmptp-Z	Pass:	A0A8J2M937	65.525	0	GO:0016311	P	dephosphorylation	Danaus chrysippus	Tyrosine-protein phosphatase non-receptor type 61F-like	NA	NA
LOC119628739	Pass:	A0A6J2JMV0	98.938	0	GO:0006897	P	endocytosis	Bombyx mandarina	SH3 domain-containing protein	NA	NA
LOC692831	Fail:	Q2F667	100	5.5999999999999995e-164	GO:0006629	P	lipid metabolic process	Bombyx mori	Fatty acid desaturase domain-containing protein	NA	NA
LOC101735390	Pass:	A0A6J2KDE1	93.437	0	GO:0005634	C	nucleus	Bombyx mandarina	T-box domain-containing protein	NA	NA
LOC101735524	Pass:	A0A2H1X2V4	84.165	0	GO:0016020	C	membrane	Spodoptera frugiperda	Solute carrier organic anion transporter family member	NA	NA
Or-45	Pass:	A2T876	62.982	0	GO:0016020	C	membrane	Bombyx mori	Odorant receptor 47	NA	NA
LOC101735743	Pass:	A0A8R2M8L3	99.313	0	GO:0006816	P	calcium ion transport	Bombyx mori	Voltage-dependent L-type calcium channel subunit alpha	NA	NA
Lgr	Pass:	A0A8R2CAG8	100	0	GO:0016020	C	membrane	Bombyx mori	G-protein coupled receptors family 1 profile domain-containing protein	NA	NA
Tkz	Fail:	A0A6J2JVA6	91.6	3.9799999999999993e-153	GO:0006468	P	protein phosphorylation	Bombyx mandarina	Discoidin domain-containing receptor 2	NA	NA
LOC101746244	Pass:	A0A8R2QV22	99.042	0	GO:0006468	P	protein phosphorylation	Bombyx mori	Obscurin	NA	NA
Nav	Pass:	A0A8R2M741	100	0	GO:0005216	F	monoatomic ion channel activity	Bombyx mori	Sodium channel protein	NA	NA
RGPC	Fail:	A0A2A4K859	90.909	5.299999999999999e-148	GO:0000166	F	nucleotide binding	Heliothis virescens	Ras-related GTP-binding protein C	NA	NA
LOC101742216	Pass:	A0A6J2JG87	98.599	0	GO:0048015	P	phosphatidylinositol-mediated signaling	Bombyx mandarina	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha isoform X2	NA	NA
LOC101743270	Pass:	A0A8R2C701	100	0	GO:0001522	P	pseudouridine synthesis	Bombyx mori	Carbohydrate kinase PfkB domain-containing protein	NA	NA
Nav	Pass:	A0A8R2M538	98.034	0	GO:0005886	C	plasma membrane	Bombyx mori	Sodium channel protein	NA	NA
LOC101746557	Pass:	A0A8R2AGH4	100	0	GO:0005789	C	endoplasmic reticulum membrane	Bombyx mori	Translocation protein SEC62	NA	NA
LOC119630684	Pass:	A0A8R2R569	99.704	0	GO:0015074	P	DNA integration	Bombyx mori	Integrase catalytic domain-containing protein	NA	NA
LOC100862825	Fail:	A0A6J2JCY1	93.671	2.06e-142	GO:0005524	F	ATP binding	Bombyx mandarina	RNA helicase	NA	NA
LOC101741961	Pass:	A0A8R1WKA3	100	0	GO:0004143	F	diacylglycerol kinase activity	Bombyx mori	Diacylglycerol kinase	NA	NA
SoxB3	Fail:	A0A7E5VEJ2	74.439	4.1199999999999994e-110	GO:0005634	C	nucleus	Trichoplusia ni	HMG box domain-containing protein	NA	NA
LOC101745478	Pass:	A0A7E5WVD5	59.436	0	GO:0061799	F	cyclic pyranopterin monophosphate synthase activity	Trichoplusia ni	cyclic pyranopterin monophosphate synthase	NA	NA
LOC101742855	Pass:	A0A8J9Y7B1	87.192	0	GO:0016567	P	protein ubiquitination	Brenthis ino	Kelch-like protein diablo	NA	NA
LOC101738479	Pass:	A0A2A4IRV9	55.301	0	GO:0005777	C	peroxisome	Heliothis virescens	FAD-binding PCMH-type domain-containing protein	NA	NA
Aurora-B	Pass:	A0A6J2JQ10	100	0	GO:0005524	F	ATP binding	Bombyx mandarina	Aurora kinase	NA	NA
LOC692894	Fail:	A0A8R2R034	40.787	0	GO:0016020	C	membrane	Bombyx mori	Uncharacterized protein	NA	NA
Hr3	Pass:	A0A8R2M230	99.838	0	GO:0005634	C	nucleus	Bombyx mori	Nuclear hormone receptor HR3	NA	NA
LOC101745688	Pass:	A0A8R2M2Z2	99.539	0	GO:0006281	P	DNA repair	Bombyx mori	ATP-dependent DNA helicase	NA	NA
LOC101744715	Pass:	A0A8R2HRX7	97.526	0	GO:0070161	C	anchoring junction	Bombyx mori	FERM domain-containing protein	NA	NA
LOC101739605	Pass:	A0A6J2K2M4	99.668	0	GO:0048188	C	Set1C/COMPASS complex	Bombyx mandarina	Histone-lysine N-methyltransferase SETD1 isoform X2	NA	NA
LOC101740584	Pass:	A0A6J2JJS9	99.251	0	GO:0006397	P	mRNA processing	Bombyx mandarina	Cleavage and polyadenylation specificity factor subunit 6	NA	NA
LOC101740667	Pass:	A0A8R1WE16	100	0	GO:0055085	P	transmembrane transport	Bombyx mori	Major facilitator superfamily (MFS) profile domain-containing protein	NA	NA
LOC101747230	Pass:	A0A6J2JWB0	99.677	0	GO:0016538	F	cyclin-dependent protein serine/threonine kinase regulator activity	Bombyx mandarina	Cyclin-like domain-containing protein	NA	NA
LOC101739752	Pass:	A0A8R2AP41	100	0	GO:0004518	F	nuclease activity	Bombyx mori	DNA repair protein complementing XP-G cells	NA	NA
LOC101739321	Pass:	A0A2A4KAC5	81.47	0	GO:0005524	F	ATP binding	Heliothis virescens	Protein kinase domain-containing protein	NA	NA
EcR	Pass:	E5DHB6	84.762	0	GO:0005634	C	nucleus	Spodoptera exigua	Ecdysone receptor	NA	NA
LOC105842541	Pass:	A0A8R2M7P9	100	0	GO:0015074	P	DNA integration	Bombyx mori	Integrase catalytic domain-containing protein	NA	NA
Ras2	Fail:	Q5CCJ5	100	2.0199999999999996e-148	GO:0007165	P	signal transduction	Bombyx mori	Ras oncogene	NA	NA
LOC101741407	Pass:	A0A8R2C9L4	100	0	GO:0070507	P	regulation of microtubule cytoskeleton organization	Bombyx mori	Alpha-tubulin N-acetyltransferase	NA	NA
LOC101737728	Pass:	A0A8R2M5A8	90.303	0	GO:0016491	F	oxidoreductase activity	Bombyx mori	Cytochrome P450	NA	NA
LOC101735395	Pass:	A0A2H1VQR0	69.69	0	GO:0016020	C	membrane	Spodoptera frugiperda	Major facilitator superfamily (MFS) profile domain-containing protein	NA	NA
LOC101742581	Pass:	A0A8R2M7S0	99.089	0	GO:0015031	P	protein transport	Bombyx mori	Calcium-dependent secretion activator	NA	NA
LOC101737337	Pass:	A0A8R2LXF0	95.944	0	GO:0005230	F	extracellular ligand-gated monoatomic ion channel activity	Bombyx mori	PH-sensitive chloride channel 1	NA	NA
LOC101737740	Pass:	A0A6J2K746	95.126	0	GO:0031175	P	neuron projection development	Bombyx mandarina	Patronin isoform X7	NA	NA
LOC101745226	Pass:	A0A6J2K9Q1	99.734	0	GO:0016301	F	kinase activity	Bombyx mandarina	Connector enhancer of kinase suppressor of ras 3-like	NA	NA
LOC101740714	Pass:	A0A8R2R306	99.877	0	GO:0004672	F	protein kinase activity	Bombyx mori	non-specific serine/threonine protein kinase	NA	NA
LOC101742325	Pass:	A0A6J2JF44	98.706	0	GO:0004672	F	protein kinase activity	Bombyx mandarina	Protein kinase domain-containing protein	NA	NA
LOC119631017	Fail:	C4B7Z5	88.021	1.48e-117	GO:0004984	F	olfactory receptor activity	Bombyx mori	Olfactory receptor	NA	NA
LOC105841619	Pass:	A0A6J2KP89	95.905	0	GO:0016020	C	membrane	Bombyx mandarina	Major facilitator superfamily (MFS) profile domain-containing protein	NA	NA
nAChRa4	Pass:	A0A8J2VQ71	86.016	0	GO:0007268	P	chemical synaptic transmission	Danaus chrysippus	(African queen) hypothetical protein	NA	NA
LOC101746106	Pass:	A0A8R2QTC7	100	0	GO:0007166	P	cell surface receptor signaling pathway	Bombyx mori	G-protein coupled receptors family 2 profile 2 domain-containing protein	NA	NA
LOC101736661	Pass:	A0A6J2JWU6	99.585	0	GO:0005576	C	extracellular region	Bombyx mandarina	Neuroendocrine protein 7B2	NA	NA
LOC101736088	Pass:	A0A7I0Z7K6	89.935	0	GO:0000139	C	Golgi membrane	Danaus plexippus plexippus	Polypeptide N-acetylgalactosaminyltransferase	NA	NA
LOC101737256	Pass:	A0A6J3BUF4	83.493	0	GO:0016020	C	membrane	Galleria mellonella	EGF-like domain-containing protein	NA	NA
LOC101741885	Pass:	A0A0L7L178	91.244	0	GO:0036211	P	protein modification process	Operophtera brumata	Putative tubulin polyglutamylase TTLL1	NA	NA
LOC101742086	Pass:	A0A8R2DP33	99.841	0	GO:0000166	F	nucleotide binding	Bombyx mori	Pyruvate kinase	NA	NA
LOC101746624	Pass:	A0A6J2JI79	99.487	0	GO:0008270	F	zinc ion binding	Bombyx mandarina	Zinc finger protein 233-like isoform X3	NA	NA
LOC101744319	Pass:	A0A6J2KQF6	99.916	0	GO:0000166	F	nucleotide binding	Bombyx mandarina	Calcium-transporting ATPase	NA	NA
LOC101746933	Fail:	A0A7I0ZNG8	60.138	6.59e-150	GO:0003677	F	DNA binding	Danaus plexippus plexippus	Homeobox domain-containing protein	NA	NA
LOC101737337	Pass:	A0A6J2J8S7	98.545	0	GO:0016020	C	membrane	Bombyx mandarina	Glutamate-gated chloride channel isoform X23	NA	NA
LOC101737337	Pass:	A0A6J2J954	99.356	0	GO:1902476	P	chloride transmembrane transport	Bombyx mandarina	Glutamate-gated chloride channel isoform X25	NA	NA
Lgr	Pass:	A0A8R2HKT4	100	0	GO:0016020	C	membrane	Bombyx mori	G-protein coupled receptors family 1 profile domain-containing protein	NA	NA
LOC100188972	Pass:	A0A6J2JX51	99.898	0	GO:0003774	F	cytoskeletal motor activity	Bombyx mandarina	Myosin heavy chain, muscle isoform X14	NA	NA
LOC101743189	Pass:	A0A6J2K5W2	99.903	0	GO:0005783	C	endoplasmic reticulum	Bombyx mandarina	Junctophilin-1 isoform X1	NA	NA
LOC101745237	Pass:	A0A6J2K8V4	91.886	0	GO:0004363	F	glutathione synthase activity	Bombyx mandarina	Glutathione synthetase	NA	NA
LOC101739197	Pass:	A0A8B8HVE9	85.374	0	GO:0005244	F	voltage-gated monoatomic ion channel activity	Vanessa tameamea	G protein-activated inward rectifier potassium channel 3-like isoform X2	NA	NA
Mk	Pass:	A0A8R2G9I5	100	0	GO:0005737	C	cytoplasm	Bombyx mori	Mevalonate kinase	NA	NA
LOC101744019	Pass:	A0A6J2JLB9	100	0	GO:0016020	C	membrane	Bombyx mandarina	Uncharacterized protein LOC114242755 isoform X1	NA	NA
LOC101745515	Pass:	A0A8R2R479	99.368	0	GO:0034765	P	regulation of monoatomic ion transmembrane transport	Bombyx mori	BTB domain-containing protein	NA	NA
nAChRa6	Pass:	A0A8R2DJC5	98.204	0	GO:0005886	C	plasma membrane	Bombyx mori	Uncharacterized protein	NA	NA
LOC101737711	Pass:	A0A2H1W120	82.283	0	GO:0045202	C	synapse	Spodoptera frugiperda	PRKCA-binding protein	NA	NA
LOC101738908	Pass:	A0A6J2JD65	99.441	0	GO:0016301	F	kinase activity	Bombyx mandarina	Hepatocyte growth factor-regulated tyrosine kinase substrate	NA	NA
LOC101746988	Pass:	A0A8R2M0X9	96.08	0	GO:0016020	C	membrane	Bombyx mori	Phospholipid-transporting ATPase	NA	NA
LOC101744935	Pass:	A0A6J2KRF2	98.347	0	GO:0046872	F	metal ion binding	Bombyx mandarina	Cytochrome P450 4V2-like	NA	NA
LOC101745861	Pass:	A0A8R2R4R7	100	0	GO:0022857	F	transmembrane transporter activity	Bombyx mori	Adenylate cyclase	NA	NA
LOC101740492	Pass:	A0A8S1BCI4	86.772	0	GO:0005829	C	cytosol	Arctia plantaginis	PPM-type phosphatase domain-containing protein	NA	NA
LOC101738156	Pass:	A0A8R2QZG1	100	0	GO:0008270	F	zinc ion binding	Bombyx mori	Uncharacterized protein	NA	NA
LOC101745252	Pass:	A0A194PVY9	62.811	0	GO:0016020	C	membrane	Papilio xuthus	Solute carrier family 46 member 3	NA	NA
LOC101747094	Pass:	A0A8R2QWY5	97.842	0	GO:0046488	P	phosphatidylinositol metabolic process	Bombyx mori	PIPK domain-containing protein	NA	NA
LOC101739040	Pass:	A0A8R2M5T4	91.956	0	GO:0000166	F	nucleotide binding	Bombyx mori	Protein kinase domain-containing protein	NA	NA
LOC101741270	Pass:	A0A6J2KMX2	99.824	0	GO:0000166	F	nucleotide binding	Bombyx mandarina	Activated Cdc42 kinase-like isoform X2	NA	NA
LOC101744232	Pass:	A0A517BE20	88.643	0	GO:0016020	C	membrane	Manduca sexta	Innexin	NA	NA
LOC101746944	Pass:	A0A6J2KPS0	98.178	0	GO:0016020	C	membrane	Bombyx mandarina	Major facilitator superfamily (MFS) profile domain-containing protein	NA	NA
LOC110386162	Pass:	A0A821WUT9	55.441	0	GO:0022857	F	transmembrane transporter activity	Pieris macdunnoughi	Sialin-like	NA	NA
Jafrac1	Fail:	A0A088MGF5	93.333	3.3999999999999995e-138	GO:0004601	F	peroxidase activity	Spodoptera exigua	Thioredoxin domain-containing protein	NA	NA
LOC101744814	Pass:	A0A6J2JHQ5	99.339	0	GO:0005524	F	ATP binding	Bombyx mandarina	1-phosphatidylinositol-3-phosphate 5-kinase	NA	NA
LOC101738935	Pass:	A0A8S1AST1	65.744	0	GO:0034474	P	U2 snRNA 3'-end processing	Arctia plantaginis	DUF3677 domain-containing protein	NA	NA
Bmap-A	Pass:	A0A8S0Z6X0	91.214	0	GO:0000981	F	DNA-binding transcription factor activity, RNA polymerase II-specific	Arctia plantaginis	Protein apterous	NA	NA
LOC101736496	Pass:	A0A8S1BJY2	67.78	0	GO:0000166	F	nucleotide binding	Arctia plantaginis	RNA helicase	NA	NA
LOC101744980	Pass:	A0A7I1A7A9	86.252	0	GO:0003712	F	transcription coregulator activity	Danaus plexippus plexippus	Mediator of RNA polymerase II transcription subunit 14	NA	NA
LOC101736536	Pass:	A0A8S1BD90	78.856	0	GO:1990130	C	GATOR1 complex	Arctia plantaginis	GATOR complex protein NPRL3	NA	NA
LOC693096	Pass:	A0A2A4JJ00	75.908	0	GO:0006508	P	proteolysis	Heliothis virescens	UBA domain-containing protein	NA	NA
LOC101740004	Pass:	A0A6J2K555	99.507	0	GO:0003676	F	nucleic acid binding	Bombyx mandarina	K Homology domain-containing protein	NA	NA
LOC101741810	Pass:	A0A6J2K532	99.241	0	GO:0046872	F	metal ion binding	Bombyx mandarina	Tensin-2 isoform X2	NA	NA
CHD1	Pass:	A0A8R2LVY2	100	0	GO:0005524	F	ATP binding	Bombyx mori	DNA helicase	NA	NA
LOC101746116	Fail:	A0A212EK23	85.321	5.26e-139	GO:0070773	F	protein-N-terminal glutamine amidohydrolase activity	Danaus plexippus plexippus	Protein N-terminal glutamine amidohydrolase	NA	NA
LOC101735325	Pass:	A0A8R2RBK4	83.07	0	GO:0030182	P	neuron differentiation	Bombyx mori	FERM domain-containing protein	NA	NA
LOC101737153	Pass:	A0A8R2DLW3	100	0	GO:0006468	P	protein phosphorylation	Bombyx mori	Protein kinase C	NA	NA
Nav	Pass:	A0A8R2R1C5	100	0	GO:0035725	P	sodium ion transmembrane transport	Bombyx mori	Sodium channel protein	NA	NA
LOC101741314	Pass:	A0A8S4EEZ1	78.097	0	GO:0003723	F	RNA binding	Plutella xylostella	SAM-dependent MTase RsmB/NOP-type domain-containing protein	NA	NA
LOC101743262	Fail:	A0A194QFK4	40.959	1.31e-108	GO:0010466	P	negative regulation of peptidase activity	Papilio xuthus	Pacifastin domain-containing protein	NA	NA
LOC101739179	Pass:	A0A835GLU7	67.017	0	GO:0046872	F	metal ion binding	Spodoptera exigua	Uncharacterized protein	NA	NA
LOC101742978	Pass:	A0A835GJV3	54.845	0	GO:0055085	P	transmembrane transport	Spodoptera exigua	Major facilitator superfamily (MFS) profile domain-containing protein	NA	NA
LOC101740608	Pass:	A0A6J2KQB0	98.026	0	GO:0006814	P	sodium ion transport	Bombyx mandarina	Sodium/hydrogen exchanger	NA	NA
LOC101743662	Pass:	A0A6J2KFF3	99.901	0	GO:0071805	P	potassium ion transmembrane transport	Bombyx mandarina	Sodium/potassium-transporting ATPase subunit alpha	NA	NA
LOC101737266	Pass:	A0A8R2GAA8	100	0	GO:0005524	F	ATP binding	Bombyx mori	U5 small nuclear ribonucleoprotein 200 kDa helicase	NA	NA
LOC733138	Pass:	A0A6J1P8B1	81.034	0	GO:0003723	F	RNA binding	Bicyclus anynana	RRM domain-containing protein	NA	NA
LOC101735614	Pass:	A0A8R2LZU6	100	0	GO:0016020	C	membrane	Bombyx mori	Down syndrome cell adhesion molecule-like protein Dscam2	NA	NA
LOC101738068	Pass:	A0A0L7LBT7	64.021	0	GO:0016020	C	membrane	Operophtera brumata	Fucosyltransferase	NA	NA
LOC101740596	Pass:	A0A3S2NG58	75.708	0	GO:0006355	P	regulation of DNA-templated transcription	Chilo suppressalis	BZIP domain-containing protein	NA	NA
LOC101743550	Pass:	A0A2A4K1G9	77.41	0	GO:0006096	P	glycolytic process	Heliothis virescens	Fructose-bisphosphate aldolase	NA	NA
LOC101739639	Pass:	A0A8B8I6K9	96.93	0	GO:0007020	P	microtubule nucleation	Vanessa tameamea	Tubulin gamma chain	NA	NA
LOC101735666	Fail:	A0A835GM42	72.425	9.239999999999999e-129	GO:0046982	F	protein heterodimerization activity	Spodoptera exigua	TAFII28-like protein domain-containing protein	NA	NA
LOC101745861	Pass:	A0A8S1AH59	71.4	0	GO:0055085	P	transmembrane transport	Arctia plantaginis	Proton-coupled folate transporter-like	NA	NA
LOC101743179	Pass:	A0A8S1AAL5	77.407	0	GO:0005737	C	cytoplasm	Arctia plantaginis	Right handed beta helix domain-containing protein	NA	NA
LOC101742581	Pass:	A0A8R2R506	98.458	0	GO:0016079	P	synaptic vesicle exocytosis	Bombyx mori	Calcium-dependent secretion activator	NA	NA
LOC101742497	Pass:	A0A6J2JKI6	100	0	GO:0042572	P	retinol metabolic process	Bombyx mandarina	O-acyltransferase	NA	NA
LOC101735304	Pass:	A0A7I8AK36	95.019	0	GO:0016020	C	membrane	Bombyx mori	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	NA	NA
LOC101747046	Fail:	A0A6J2JJX0	66.275	1.02e-114	GO:0008233	F	peptidase activity	Bombyx mandarina	Peptidase S1 domain-containing protein	NA	NA
LOC101736651	Pass:	A0A6J2JFB8	99.605	0	GO:0016020	C	membrane	Bombyx mandarina	Mannosyltransferase	NA	NA
LOC101744709	Pass:	A0A8R2LUC4	88.636	0	GO:0016020	C	membrane	Bombyx mori	Cation/H+ exchanger domain-containing protein	NA	NA
LOC101741734	Pass:	A0A6J2KB26	96.847	0	GO:0007018	P	microtubule-based movement	Bombyx mandarina	Cytoplasmic dynein 1 intermediate chain isoform X11	NA	NA
LOC692932	Pass:	Q2F5S7	99.12	0	GO:0004109	F	coproporphyrinogen oxidase activity	Bombyx mori	coproporphyrinogen oxidase	NA	NA
LOC101741287	Pass:	A0A8J9YIQ6	82.825	0	GO:0005737	C	cytoplasm	Brenthis ino	DNA damage-binding protein 1	NA	NA
LOC101742012	Pass:	A0A7E5WW52	70.68	0	GO:0016020	C	membrane	Trichoplusia ni	Transmembrane protein 39A	NA	NA
LOC100500925	Pass:	A0A8R2R7U3	90.486	0	GO:0016020	C	membrane	Bombyx mori	Gamma-aminobutyric acid receptor subunit beta-like	NA	NA
LOC105842947	Pass:	A0A6J2K5W9	99.061	0	GO:0051180	P	vitamin transport	Bombyx mandarina	Thiamine transporter 2-like	NA	NA
LOC101738882	Pass:	A0A7E5VEC6	80.301	0	GO:0016874	F	ligase activity	Trichoplusia ni	Long-chain-fatty-acid--CoA ligase 4 isoform X1	NA	NA
LOC101740318	Pass:	A0A194Q1Q2	58.758	0	GO:0022857	F	transmembrane transporter activity	Papilio xuthus	Major facilitator superfamily (MFS) profile domain-containing protein	NA	NA
LOC105841244	Pass:	A0A8R2LXF7	100	0	GO:0005634	C	nucleus	Bombyx mori	Histone deacetylase	NA	NA
p53	Pass:	D4AIA2	100	0	GO:0006355	P	regulation of DNA-templated transcription	Bombyx mori	p53 DNA-binding domain-containing protein	NA	NA
LOC101735998	Pass:	A0A8R2M3G3	100	0	GO:0008235	F	metalloexopeptidase activity	Bombyx mori	Peptidase M28 domain-containing protein	NA	NA
LOC101746942	Pass:	A0A8B8HZY7	71.944	0	GO:0008270	F	zinc ion binding	Vanessa tameamea	Zinc finger protein 728-like isoform X16	NA	NA
LOC101745875	Pass:	A0A2H1VTJ3	89.099	0	GO:0016307	F	phosphatidylinositol phosphate kinase activity	Spodoptera frugiperda	SFRICE_012118	NA	NA
LOC101745569	Pass:	A0A8R2QWC9	100	0	GO:0004713	F	protein tyrosine kinase activity	Bombyx mori	Tyrosine-protein kinase	NA	NA
LOC119630562	Pass:	A0A8R2M8N3	100	0	GO:0006508	P	proteolysis	Bombyx mori	Peptidase M14 carboxypeptidase A domain-containing protein	NA	NA
E75	Pass:	Q8WSA0	97.385	0	GO:0008270	F	zinc ion binding	Bombyx mori	Orphan nuclear receptor E75C splicing variant	NA	NA
LOC100500925	Pass:	E0X9I3	100	0	GO:0016020	C	membrane	Bombyx mori	Ionotropic GABA-aminobutyric acid receptor BRL3-3b6a	NA	NA
LOC101746970	Pass:	A0A6J2K833	97.138	0	GO:0006468	P	protein phosphorylation	Bombyx mandarina	Protein kinase domain-containing protein	NA	NA
LOC101738159	Fail:	A0A6J2KRD7	80.075	9.19e-155	GO:0006508	P	proteolysis	Bombyx mandarina	Peptidase S1 domain-containing protein	NA	NA
LOC119630802	Pass:	A0A6J2KC17	53.978	0	GO:0004672	F	protein kinase activity	Bombyx mandarina	Twitchin isoform X11	NA	NA
LOC101740528	Pass:	A0A6J1X3N3	68.353	0	GO:0005794	C	Golgi apparatus	Galleria mellonella	Conserved oligomeric Golgi complex subunit 2	NA	NA
LOC101742009	Fail:	A0A0N0PAX7	65.886	2.66e-127	GO:0016607	C	nuclear speck	Papilio machaon	Zinc finger protein 830	NA	NA
CPR146	Pass:	A0A151I347	54.329	0	GO:0042302	F	structural constituent of cuticle	Atta colombica	Collagen alpha-1(IV) chain	NA	NA
LOC101735785	Pass:	A0A3S2NYW5	70.973	0	GO:0006508	P	proteolysis	Chilo suppressalis	Peptidase S1 domain-containing protein	NA	NA
LOC101737337	Pass:	A0A8R2R0I7	98.296	0	GO:0016020	C	membrane	Bombyx mori	PH-sensitive chloride channel 1	NA	NA
LOC101747093	Pass:	A0A6J2JF09	100	0	GO:0004672	F	protein kinase activity	Bombyx mandarina	G protein-coupled receptor kinase	NA	NA
LOC101741033	Pass:	A0A8R2AXJ5	98.898	0	GO:0005634	C	nucleus	Bombyx mori	Protein ELYS	NA	NA
Ef1beta	Fail:	A0A6J2JIB7	99.55	1.55e-161	GO:0005853	C	eukaryotic translation elongation factor 1 complex	Bombyx mandarina	Elongation factor 1-beta'	NA	NA
LOC101737084	Fail:	A0A2W1BLG8	75.667	1.6299999999999998e-170	GO:0000166	F	nucleotide binding	Helicoverpa armigera	GPN-loop GTPase 2	NA	NA
LOC101740206	Pass:	A0A821WHY2	66.667	0	GO:0016020	C	membrane	Pieris macdunnoughi	Uncharacterized protein	NA	NA
AK	Pass:	I4DIQ0	94.93	0	GO:0004054	F	arginine kinase activity	Papilio xuthus	arginine kinase	NA	NA
